model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,random_seed
Qwen/Qwen2.5-3B,cul_041,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Southeast Asia,35564,17.671875,16.453125,-1.21875,1,1,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,15.0625,15.0625,0.0,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,15.0625,15.015625,-0.046875,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,15.0625,14.953125,-0.109375,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,15.0625,14.8828125,-0.1796875,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,15.0625,14.7734375,-0.2890625,4,4,0,0,0,seed_42
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,15.0625,15.0625,0.0,4,4,0,0,0,seed_43
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,15.0625,15.1171875,0.0546875,4,3,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,15.0625,15.1328125,0.0703125,4,3,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,15.0625,15.109375,0.046875,4,3,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,15.0625,15.0390625,-0.0234375,4,3,1,0,0,seed_43
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.0,test,Spain,17689,15.0625,15.0625,0.0,4,4,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.25,test,Spain,17689,15.0625,14.953125,-0.109375,4,4,0,0,0,seed_44
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.5,test,Spain,17689,15.0625,14.8203125,-0.2421875,4,5,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,0.75,test,Spain,17689,15.0625,14.65625,-0.40625,4,5,-1,0,0,seed_44
Qwen/Qwen2.5-3B,cul_047,culture,B,D,32,resid_post,final_prompt_token,random,1.0,test,Spain,17689,15.0625,14.4921875,-0.5703125,4,5,-1,0,0,seed_44
